7.015005032448843281e+01;7.051762277916888877e+01;7.196389891286131046e+01;7.089358395568990545e+01;7.282413465575913847e+01;7.648918177303771415e+01;7.503165681350562011e+01;7.371935184995876966e+01;6.302810166234063161e+01;6.323034256368782735e+01;6.128003026352739369e+01;6.028469202536822991e+01;2.982890035003764595e+01;3.081198920560630228e+01;3.154355925662604321e+01;2.840186145298504883e+01;2.881908039523806409e+01;2.715790157751299105e+01;3.478881092759339566e+01;2.634427068250259651e+01;2.798583314009007950e+01;3.275734400584475736e+01;3.111479482377935213e+01;2.655646004261288340e+01;3.350869652170273838e+01;3.461164390260721291e+01;3.373250369143261906e+01;3.391340948717076742e+01;6.520886204275150533e+01;6.185256162555431558e+01;6.122938048027693014e+01;6.335037178799352375e+01;2.269855133423163096e+01;2.102984271863440924e+01;2.300433758150833441e+01;2.257367232805701462e+01;1.746252433562090545e+01;1.928604256570876885e+01;1.790123842202331872e+01;1.553556780329996201e+01;9.460776562869568806e+00;1.533874101227145559e+01;9.974522269227996674e+00;1.058192937515030252e+01;2.471962966531688721e+01;2.804284580621084899e+01;2.362664176834767460e+01;2.691390144433601961e+01;1.438729605391878152e+01;1.289362192136009355e+01;1.339284912221813073e+01;1.597496439904379884e+01;1.324087461155095014e+01;1.546808327846203213e+01;2.231957814554036190e+00;4.986101791158603191e+00;1.848050443970809908e+01;1.151409732079969217e+01;1.978382437415739048e+01;1.065822230625765599e+01;4.048142731505507186e+00;4.198263719410846306e+00;5.109419208220970177e+00;3.544061407890410464e+00;3.504943903130957494e+01;4.125172936073494157e+01;3.762988363550017823e+01;4.709820504384151718e+01;2.179088561139128899e+01;2.116927406774607334e+01;1.618631895470325333e+01;1.673624617772908607e+01;1.412664690615963536e+01;1.732330410179107361e+01;1.484655669724349991e+01;1.554352156678910291e+01;1.491777935976011094e+01;1.183649809936570563e+01;1.033806637900863734e+01;1.379116933023448865e+01;5.314964250538093182e+00;7.605371151947657893e+00;5.725683567271836694e+00;1.190024824482313193e+01;3.655388503168854442e+00;1.820486172139002434e+00;2.971661082219288375e+00;1.884993163311950326e+00;4.718845257806382421e+00;1.014343148799924421e+01;3.571631130918323294e+00;9.055096936568503452e+00;7.404049514628379569e+00;8.959672673190222980e+00;7.875223024824482110e+00;1.437817217749221044e+01
3.025512453643696986e+01;3.062270057719513616e+01;3.206897371516944872e+01;3.099866534734716339e+01;4.085917499175175749e+01;4.452421563796410453e+01;4.306669997494224589e+01;4.175437949469834820e+01;1.417467037017881282e+01;1.437690387571650064e+01;1.242659791560854998e+01;1.143126622448158969e+01;3.574768720586458670e+00;4.557872736489535725e+00;5.289450717254187140e+00;2.147729614050902569e+00;1.299165690745139301e+01;1.133047721142221853e+01;1.896137697622033613e+01;1.051684392592048845e+01;2.933173760568797661e+01;3.410324088185567604e+01;3.246069597605350765e+01;2.790235829942189838e+01;3.395169681721118593e+01;3.505465208567537871e+01;3.417552391288055702e+01;3.435641096036156483e+01;5.378972982208908604e+01;5.043343877675221165e+01;4.981025594439743287e+01;5.193125120572048559e+01;7.574945945298895822e+01;7.408075721005147329e+01;7.605523760380779663e+01;7.562457870521177483e+01;9.834062447256224004e+01;1.001641364799143190e+02;9.877932905311243417e+01;9.641366953829819408e+01;1.284516675575189595e+02;1.343296436155146409e+02;1.289654223749153061e+02;1.295728198526666120e+02;1.585232999449203248e+02;1.618465279057659245e+02;1.574303235554103253e+02;1.607175943208104059e+02;7.729239719433616074e+01;7.579870164987644898e+01;7.629793019138837451e+01;7.888007266335891643e+01;9.001642221275362488e+01;8.778920620808879960e+01;1.010253302258494585e+02;9.827118302966442798e+01;1.055777923097828648e+02;1.125442081963170438e+02;1.042744865371723790e+02;1.134000706182315525e+02;1.300421231395994255e+02;1.301922459267468071e+02;1.311034123651317032e+02;1.295380595002540076e+02;1.144979882082374871e+02;1.082957111255742149e+02;1.119175682685159074e+02;1.024492400200172568e+02;7.999710524296018832e+01;8.061873675550869223e+01;8.560165952238887144e+01;8.505173584183937407e+01;3.813469957933496346e+01;4.133135635369909267e+01;3.885460166617046696e+01;3.955157368173232157e+01;3.283839320175743381e+01;2.975710962955160355e+01;2.825867057661461601e+01;3.171177640821495203e+01;1.567928584520841184e+01;1.796966178072925047e+01;1.608998073563326159e+01;2.226456022450634009e+01;1.469407026791029480e+01;2.016992844854708622e+01;2.132111614670574440e+01;2.023444318778429007e+01;9.365214586349544845e+00;1.478978802071497256e+01;8.217989528444604730e+00;1.370146481536982108e+01;1.375962218554504091e+01;1.531524617629455065e+01;1.423079976412477521e+01;2.073375008925660978e+01
2.919026098159324434e+01;2.955783407774451987e+01;3.100410826183999546e+01;2.993380664839014216e+01;3.143009453682232390e+00;5.220433906267736290e-01;9.354722400842128138e-01;2.247783866639665007e+00;1.631824352742225770e+01;1.652047655121012326e+01;1.457016583928393416e+01;1.357482961678340416e+01;1.545293991224533237e+01;1.643604210525197828e+01;1.716761701705626919e+01;1.402589639443195146e+01;1.039882671334717301e+01;8.737641737024167909e+00;1.636854560000066883e+01;7.924015843920313884e+00;1.536516242403649457e+01;1.059366618051633324e+01;1.223620712423672785e+01;1.679454758872381248e+01;1.949850645073521349e+01;1.839555484646870553e+01;1.927468079259973877e+01;1.909378968183823488e+01;1.841115817145090006e+01;2.176746068281885016e+01;2.239062235245238242e+01;2.026963179120889080e+01;4.735949382034174704e+01;4.902821035934211835e+01;4.705371471758218149e+01;4.748436570459720940e+01;9.170155424782353748e+01;8.987803830028730090e+01;9.126284963824225827e+01;9.362849617557573367e+01;4.185491208494533311e+01;3.597695953514951839e+01;4.134115773465264709e+01;4.073375649917768726e+01;5.319656092769108113e+00;8.642884116319947907e+00;4.226668137236686107e+00;7.513935186644516762e+00;1.066858276152346718e+01;9.174893640575348286e+00;9.674127493702123104e+00;1.225625152851926458e+01;1.938296165327551535e+01;1.715575081828772852e+01;3.039187388228275921e+01;2.763773749001269664e+01;6.370988484351801162e+01;7.067630886675011936e+01;6.240658105270896527e+01;7.153218148335777471e+01;7.875846652443976836e+01;7.890858558559158098e+01;7.981975837532017692e+01;7.825439916053201728e+01;1.139805060635385985e+02;1.077782100298719854e+02;1.114000841347622668e+02;1.019317495248226351e+02;1.658796098846960376e+01;1.720958452673139050e+01;2.219252171329156909e+01;2.164258192291154614e+01;1.049928286001166811e+01;1.369593646604579362e+01;1.121919250179156080e+01;1.191615516786481521e+01;3.415607348355133155e+01;3.107478964230891094e+01;2.957636572910470818e+01;3.302946613208219873e+01;7.455272949229229340e+00;9.745666126884962921e+00;7.865980244697425405e+00;1.404054611345090819e+01;1.640046892038849791e+00;7.115919471282364128e+00;8.267094620429499940e+00;7.180417064308610264e+00;2.097665003818924845e+01;1.555205319946458076e+01;2.212386119300330023e+01;1.664039434518682370e+01;1.397235674345815326e+01;1.241675586336313586e+01;1.350119907924009155e+01;6.998240230553541608e+00
1.779706579752648565e+01;1.816462245348699867e+01;1.961092229567659828e+01;1.854059416882097366e+01;3.172347006331417063e+01;3.538850127722395200e+01;3.393098691378380494e+01;3.261867844749126277e+01;2.367510328547136567e+01;2.387733283584137922e+01;2.192703898791004491e+01;2.093168715154419957e+01;9.799496646786877818e+00;1.078259353826546985e+01;1.151417933264813342e+01;8.372455953084237734e+00;1.109921162371800918e+01;9.438033962208830729e+00;1.706893326413023004e+01;8.624401549758438534e+00;3.196591732727328150e+01;3.673742491503492147e+01;3.509487898481798851e+01;3.053652923355939564e+01;4.387205360428908563e+01;4.497499760167759320e+01;4.409585620293621844e+01;4.427676310479702693e+01;4.323581162767560926e+01;3.987951590186993656e+01;3.925634093964194449e+01;4.137732118745673660e+01;7.105199287827615251e+01;6.938329759306816413e+01;7.135777126290668093e+01;7.092711976417491826e+01;7.280528414205942056e+01;7.462880405076876400e+01;7.324399176459814953e+01;7.087832973755824639e+01;7.194451329429921316e+01;7.782248880882681874e+01;7.245827128474658707e+01;7.306565914880873436e+01;7.220297887709460838e+01;7.552619931717981672e+01;7.110999814737655811e+01;7.439726233108163456e+01;5.494747634290899185e+01;5.345379370398992336e+01;5.395302204183465733e+01;5.653514573891560246e+01;1.032072989562897192e+02;1.009800912793832310e+02;1.142161936361478496e+02;1.114620790208688277e+02;3.782342199806905114e+01;4.478984015016961706e+01;3.652012621293924610e+01;4.564569524755513896e+01;5.896960268036563235e+01;5.911971753968919785e+01;6.003088862696770178e+01;5.846553969610858559e+01;1.089634020949149971e+02;1.027611168706073670e+02;1.063829889613880937e+02;9.691466445813327368e+01;1.110404590607834052e+02;1.116620823697829650e+02;1.166450311625217324e+02;1.160951034460431259e+02;8.875066242892953028e+01;9.194731058515066024e+01;8.947058304135281048e+01;9.016753661859304714e+01;7.652154264929188798e+01;7.344026024358046811e+01;7.194181945940266587e+01;7.539492164549932340e+01;9.019340961595754891e+01;9.248380334659887581e+01;9.060412881869481794e+01;9.677869360933139831e+01;1.094502921031334921e+02;1.039744251384890674e+02;1.028232375697331236e+02;1.039099161787432735e+02;7.205918013078562012e+01;7.748378323788142552e+01;7.091196450412181207e+01;7.639543502757503290e+01;7.201247572682483167e+01;7.356808884942103077e+01;7.248363731071265192e+01;7.898661091201145723e+01
3.326354679733969988e+01;3.363110980108993431e+01;3.507739749922512829e+01;3.400708505753063093e+01;3.577230047825865000e+01;3.943735511903537372e+01;3.797982507511518691e+01;3.666752364001127518e+01;5.147919832786890026e+01;5.168142044437897198e+01;4.973113195249624141e+01;4.873577200094034367e+01;8.532626916911766557e+01;8.630936623800774044e+01;8.704094381707670891e+01;8.389922719111696381e+01;9.244110559276282402e+01;9.077995299423608344e+01;9.841083284756437877e+01;8.996630486034854357e+01;9.119478939338983992e+01;9.596630885782376197e+01;9.432376120959824561e+01;8.976542232693080337e+01;9.003645657468732111e+01;9.113941719163247512e+01;9.026029262000338349e+01;9.044117823305839465e+01;1.039641905947456024e+02;1.006078954246939077e+02;9.998471506496478867e+01;1.021057010014117026e+02;9.511928115954673046e+01;9.345056936262466252e+01;9.542505179203587318e+01;9.499440319067534233e+01;7.086086322290329065e+01;7.268437868540068791e+01;7.129956793969631690e+01;6.893391517021238712e+01;8.034087566610784847e+01;8.621885387141166746e+01;8.085462631744591988e+01;8.146201622156299038e+01;8.626358295044852298e+01;8.958680391740347204e+01;8.517059997684187067e+01;8.845784779329751757e+01;1.221815860263454283e+02;1.206879039792450214e+02;1.211871292607475681e+02;1.237692568085768983e+02;1.038880204108452858e+02;1.016608039221853517e+02;1.148969228540567684e+02;1.121427867485027434e+02;1.833393821812480269e+02;1.903057948876492560e+02;1.820360790484379550e+02;1.911616667365462092e+02;2.048675415733932255e+02;2.050176649372709221e+02;2.059288255072037828e+02;2.043634711059532378e+02;2.271286678758360154e+02;2.209263871658665721e+02;2.245482429777009941e+02;2.150799184340131092e+02;1.722469820551180817e+02;1.728685979417787735e+02;1.778515360895154345e+02;1.773016212599474386e+02;1.288256016420375261e+02;1.320222558207671000e+02;1.295455141524277565e+02;1.302424785910148444e+02;1.326479094082756092e+02;1.295666345106039898e+02;1.280682037178877692e+02;1.315213016834997575e+02;1.077111232169735615e+02;1.100015229417943488e+02;1.081218520841412669e+02;1.142964286066136879e+02;6.771355030258231977e+01;6.223767695876012596e+01;6.108649776208005733e+01;6.217317138240876062e+01;7.976593771880251893e+01;8.519053090237503056e+01;7.861872416497830329e+01;8.410219408472980263e+01;5.214958863747805395e+01;5.370520273985901838e+01;5.262075326609204495e+01;5.912370653103309337e+01
4.095718619165990759e+01;4.132474560428253341e+01;4.277103261800418466e+01;4.170072487445609966e+01;3.141839529115598495e+01;3.508344935503740203e+01;3.362592302297781544e+01;3.231359798600071542e+01;7.391118208185923777e+01;7.411340526010926055e+01;7.216310723695781348e+01;7.116775532449912589e+01;6.324102174829720724e+01;6.422412738506163521e+01;6.495569598741499817e+01;6.181399160002136739e+01;5.358737868900725232e+01;5.192620638647530740e+01;5.955712093145353947e+01;5.111256693152967756e+01;5.021610855643662319e+01;5.498762440252017569e+01;5.334506486011819248e+01;4.878672804407345609e+01;3.571159841365052046e+01;3.681455103137015783e+01;3.593543406404743479e+01;3.611632479696702092e+01;5.046710954736600740e+01;4.711082343867670374e+01;4.648764431823365584e+01;4.860863323157736460e+01;7.731512936539509440e+01;7.564642554291120291e+01;7.762091384509903946e+01;7.719025718867905539e+01;6.333117855178819866e+01;6.515470616193655928e+01;6.376988922838222607e+01;6.140423599688284639e+01;8.839062690402282385e+01;9.426857701043397242e+01;8.890436215879073245e+01;8.951176085802572402e+01;7.630502430344706966e+01;7.962823759890565611e+01;7.521202606435018367e+01;7.849929927946563168e+01;7.107225711339975760e+01;6.957856255403893897e+01;7.007778662970446248e+01;7.265991770162295893e+01;7.005116105831223194e+01;6.782394002269369082e+01;8.106007767097931094e+01;7.830592922682279777e+01;1.002403101506348548e+02;1.072067242772520643e+02;9.893699736546567181e+01;1.080625966231289539e+02;1.445581438631230355e+02;1.447082558687101823e+02;1.456194254046226888e+02;1.440540707688623172e+02;1.875258003787936048e+02;1.813235015794084575e+02;1.849453627754908780e+02;1.754770471551830440e+02;1.324310705907851968e+02;1.330526992584280492e+02;1.380356108584839774e+02;1.374857054420825193e+02;1.328686134582920602e+02;1.360652833687031773e+02;1.335885311213604894e+02;1.342854965450639213e+02;5.616301138572099205e+01;5.308174081807797506e+01;5.158329297400010915e+01;5.503640081794480921e+01;3.551763201573907480e+01;3.780801867400234073e+01;3.592834267024166195e+01;4.210290140727388319e+01;5.856230708480119063e+01;5.308643732317540298e+01;5.193525206866902266e+01;5.302195266909130567e+01;3.228099489985009996e+01;3.770559954157301519e+01;3.113377817163491912e+01;3.661726935153946982e+01;1.324951278395931809e+01;1.480513001817344332e+01;1.372067082344567268e+01;2.022363691772515182e+01
1.197425142969995164e+02;1.201100775922712671e+02;1.215563603679455156e+02;1.204860530445929072e+02;1.289648322838145305e+02;1.326298644281431507e+02;1.311723468419278618e+02;1.298600367257003541e+02;1.355632990924551109e+02;1.357655355773160295e+02;1.338152291160503466e+02;1.328198943741761013e+02;8.631912457509818637e+01;8.730221687374823603e+01;8.803379449373204579e+01;8.489208818106993704e+01;6.440176925276303166e+01;6.274060275904056283e+01;7.037150109641315510e+01;6.192696283979559979e+01;6.215405754853911446e+01;6.692557109036059160e+01;6.528301489139579417e+01;6.072468024199714876e+01;7.884401101793770295e+01;7.994696156814995902e+01;7.906782505426630792e+01;7.924872564462616253e+01;9.663307975201620081e+01;9.327678907063020119e+01;9.265362093998629689e+01;9.477460463337794749e+01;1.033297649882784128e+02;1.016610431585644960e+02;1.036355202303679164e+02;1.032048724290161630e+02;1.219761721438249822e+02;1.237996816934951596e+02;1.224148719281685658e+02;1.200492164699019213e+02;1.535959608173885442e+02;1.594739343653838546e+02;1.541097128944882115e+02;1.547171101387674526e+02;1.492037585322394762e+02;1.525269798207838221e+02;1.481107628186673537e+02;1.513980344050501117e+02;1.178981529239471513e+02;1.164044556882838037e+02;1.169036907717306519e+02;1.194858213242336831e+02;1.275508580731595885e+02;1.253236433991079366e+02;1.385597625163163684e+02;1.358056171125314222e+02;1.266833536393788791e+02;1.336497648069482125e+02;1.253800493586477955e+02;1.345056411221782469e+02;1.253102779253384540e+02;1.254603908738554026e+02;1.263715544270143596e+02;1.248062099917981413e+02;1.508948783727475700e+02;1.446925848576680664e+02;1.483144424041025218e+02;1.388461295901740300e+02;1.383910637057777819e+02;1.390126789849585407e+02;1.439956104102884353e+02;1.434456897052243676e+02;1.046167886509145717e+02;1.078134519785038208e+02;1.053367068857507149e+02;1.060336832127316598e+02;5.257608147684413780e+01;4.949480809988732943e+01;4.799636961600049290e+01;5.144947067472542557e+01;2.968047347491247479e+01;3.197086802489437218e+01;3.009118422541403248e+01;3.626576434133741600e+01;4.401635126301695067e+00;1.074223882891974569e+00;2.225404835107806178e+00;1.138725035339472669e+00;1.055434340718849029e+01;1.597893978068885090e+01;9.407128016116519831e+00;1.489059471705657955e+01;2.699162097122882642e+01;2.854725272017719462e+01;2.746279222006475251e+01;3.396575950257413723e+01
6.563842443915419267e+01;6.600599289032899719e+01;6.745227225147101535e+01;6.638195390611969060e+01;6.412319824714879246e+01;6.778824084347759538e+01;6.633072622031191656e+01;6.501841189488035866e+01;3.670540322961044666e+01;3.690762574114742733e+01;3.495732094746759344e+01;3.396198342830783190e+01;4.093529621427099841e+01;4.191839076000951536e+01;4.264997583799342351e+01;3.950826182767867323e+01;3.891521968793347241e+01;3.725405943816199539e+01;4.488495100813962324e+01;3.644041676136367869e+01;4.911879793155104323e+01;5.389031089728112534e+01;5.224776758394563814e+01;4.768942779231537799e+01;3.430853237591279026e+01;3.541148046093639579e+01;3.453234368816198696e+01;3.471324067352620091e+01;2.995998353425055072e+01;2.660370131303567121e+01;2.598051861688652764e+01;2.810150794876609481e+01;3.793114342866522293e+01;3.626245412996478024e+01;3.823692562296216835e+01;3.780627959550392347e+01;6.758111395695809165e+01;6.940463383517935370e+01;6.801981894713657084e+01;6.565416670280933431e+01;7.398991092769925615e+01;7.986787643350474752e+01;7.450365772088470351e+01;7.511105482265965350e+01;5.846010768442667427e+01;6.178332924331195386e+01;5.736710258045492594e+01;6.065437900443151165e+01;4.684547035834376771e+01;4.535177393094739529e+01;4.585101407325078071e+01;4.843313937512417766e+01;6.305728490362702843e+01;6.083006794232978365e+01;7.406618965382261877e+01;7.131204482632983854e+01;9.172667775343731478e+01;9.869308028573497893e+01;9.042336094445680317e+01;9.954893412924437257e+01;1.094541580508569183e+02;1.096042870741405295e+02;1.105154427692296366e+02;1.089500843788092084e+02;1.068176880863731668e+02;1.006154003977142253e+02;1.042372601757283377e+02;9.476892828411253333e+01;1.114575157656930600e+02;1.120791407505768689e+02;1.170620780249716546e+02;1.165121520036066869e+02;6.255719645275092233e+01;6.575385104629467037e+01;6.327710293804462793e+01;6.397406458602190327e+01;4.561137372772331844e+01;4.253009249790165569e+01;4.103165946771031258e+01;4.448476716673343390e+01;2.767638110772826110e+01;2.996676840338930603e+01;2.808708071609434498e+01;3.426166320879162441e+01;7.725079238621107436e+01;7.177491885758971080e+01;7.062375448696415958e+01;7.171041711418807552e+01;7.408150425585600374e+01;7.950611819792356982e+01;7.293429251491915011e+01;7.841777146958202138e+01;8.527060314570134381e+01;8.682622487689877744e+01;8.574177632256805737e+01;9.224473841814318575e+01
1.257565606339730664e+02;1.261241206558920283e+02;1.275704125203472756e+02;1.265001056453895671e+02;1.161425578412173536e+02;1.198076026065169799e+02;1.183500812189512175e+02;1.170377598273458375e+02;1.241078443263166093e+02;1.243100616025018041e+02;1.223597733990074516e+02;1.213644151284812409e+02;9.415655695537074621e+01;9.513966663363261489e+01;9.587125803759555254e+01;9.272953630958943450e+01;7.842654265461783325e+01;7.676536717016833222e+01;8.439626528335730882e+01;7.595172909217278345e+01;7.926649520147988426e+01;8.403801022612901761e+01;8.239546473753310352e+01;7.783712683246963593e+01;9.910170436810815886e+01;1.002046578344891827e+02;9.932552711200385431e+01;9.950642978220577106e+01;9.963063797814183431e+01;9.627433879632462776e+01;9.565117043567107658e+01;9.777214401774767794e+01;1.108251077438966377e+02;1.091564160562424064e+02;1.111309032976748057e+02;1.107002490497917790e+02;1.467580520037352017e+02;1.485815613500392942e+02;1.471967488166100679e+02;1.448310752935831260e+02;1.377583003421376304e+02;1.436362745303838153e+02;1.382720492518761830e+02;1.388794519376256176e+02;9.330281021539275343e+01;9.662604538837425139e+01;9.220984432171916012e+01;9.549710377558882612e+01;9.762014431743011755e+01;9.612644738876343808e+01;9.662566451103205623e+01;9.920780570381083407e+01;1.249779842536471222e+02;1.227507670357267386e+02;1.359868944730073963e+02;1.332327510086138034e+02;1.015488795678683687e+02;1.085152877721535987e+02;1.002455639811955166e+02;1.093711449983671855e+02;6.722508750840567870e+01;6.737521963888455900e+01;6.828638022164281551e+01;6.672102643967014046e+01;8.976404916105228438e+01;8.356175813599338653e+01;8.718360876314777386e+01;7.771530230148826490e+01;9.860657793941929583e+01;9.922820826212380041e+01;1.042111410948616879e+02;1.036612215560219852e+02;5.919707784583713561e+01;6.239373582616317293e+01;5.991698311912423947e+01;6.061395657375395274e+01;1.111507985170090365e+02;1.080694981109478476e+02;1.065710738892612994e+02;1.100241755973979707e+02;1.195537059208717778e+02;1.218441020100472230e+02;1.199644203818508004e+02;1.261389863842551051e+02;1.352208107786673565e+02;1.297449488919586429e+02;1.285937710372414813e+02;1.296804430933831895e+02;1.105200520164353293e+02;1.159446701878595292e+02;1.093728450330541477e+02;1.148563239838461953e+02;9.628419303600396972e+01;9.783980672967560110e+01;9.675537279756261455e+01;1.032583179699518041e+02
3.613507443166739108e+00;3.245932027517866914e+00;1.799654973559199789e+00;2.869964976340313001e+00;2.236256020806521860e-01;3.441423078101021105e+00;1.983904033841049852e+00;6.715986972992489257e-01;1.542121101113392712e+01;1.521898042569320708e+01;1.716927261259601423e+01;1.816462212611977733e+01;2.507846508764303195e+01;2.409535848167547556e+01;2.336379224159662726e+01;2.650548796437938393e+01;1.931397382472494684e+01;2.097513972990612530e+01;1.334425079975292405e+01;2.178878138251538132e+01;7.028940735252451333e+00;2.257435587490288498e+00;3.899985055799547240e+00;8.458324475683813404e+00;4.691152923144340292e+00;5.794116550666803533e+00;4.914978744156208279e+00;5.095872304765272531e+00;1.378586308523446391e+01;1.042958213734481632e+01;9.806398461795534871e+00;1.192740113944802260e+01;2.432642068864836915e+00;7.639510726026728094e-01;2.738429195296546936e+00;2.307772891177357621e+00;6.679378670681849428e+00;8.502908628469405983e+00;7.118084479080536653e+00;4.752431482245711436e+00;8.035607526505152975e+00;2.157641232725865166e+00;7.521847858470074755e+00;6.914454988381550038e+00;1.789249477619445372e+01;1.456927584778675566e+01;1.898548487951822494e+01;1.569821841345097369e+01;5.201489503316843610e+01;5.350857309676646878e+01;5.300933611820712343e+01;5.042721835326371149e+01;5.340171782490193664e+01;5.562892610804510696e+01;4.239280970786214198e+01;4.514694021670777602e+01;3.277440704027746676e+01;2.580800455047425146e+01;3.407772448252201514e+01;2.495213558046704350e+01;4.616552787688132753e+01;4.601540498906130949e+01;4.510423428025193004e+01;4.666958892637867962e+01;7.381119283491953809e+01;8.001348880825378274e+01;7.639162379690749560e+01;8.585994424352131205e+01;1.571335285324310860e+01;1.509173688870735930e+01;1.010881120841683867e+01;1.065873724463550332e+01;5.489734259895814716e+01;5.170066893829068277e+01;5.417743130699773246e+01;5.348046112348404790e+01;6.391579501618224413e+01;6.699708224274974100e+01;6.849551478360800161e+01;6.504240869509672507e+01;4.457533754378334834e+01;4.228495093869267407e+01;4.416462550591351288e+01;3.799005142924777800e+01;6.089263198760195905e+01;6.636850389621433521e+01;6.751966915282766024e+01;6.643298844464618469e+01;3.150458793047636874e+01;2.607998731830519290e+01;3.265180680415540593e+01;2.716833169377406421e+01;2.781351760412798058e+01;2.625791502998868054e+01;2.734235746473757445e+01;2.083940050449862014e+01
